statecode,countyname,reported_propertytype,bldg_count
AR,Desha County,Retail,30
AR,Desha County,Specialty,4
AR,Drew County,Flex,4
AR,Drew County,Health Care,1
AR,Drew County,Industrial,7
AR,Drew County,Multi-Family,12
AR,Drew County,Office,16
AR,Drew County,Retail,80
AR,Drew County,Specialty,6
AR,Faulkner County,Flex,34
AR,Faulkner County,Health Care,15
AR,Faulkner County,Hospitality,23
AR,Faulkner County,Industrial,228
AR,Faulkner County,Multi-Family,76
AR,Faulkner County,Office,308
AR,Faulkner County,Retail,791
AR,Faulkner County,Specialty,52
AR,Faulkner County,Sports & Entertainment,1
AR,Franklin County,Flex,1
AR,Franklin County,Hospitality,3
AR,Franklin County,Industrial,8
AR,Franklin County,Multi-Family,2
AR,Franklin County,Office,14
AR,Franklin County,Retail,56
AR,Franklin County,Specialty,11
AR,Fulton County,Hospitality,3
AR,Fulton County,Industrial,1
AR,Fulton County,Multi-Family,5
AR,Fulton County,Office,4
AR,Fulton County,Retail,12
AR,Fulton County,Specialty,8
AR,Garland County,Flex,21
AR,Garland County,Health Care,20
AR,Garland County,Hospitality,64
AR,Garland County,Industrial,136
AR,Garland County,Multi-Family,119
AR,Garland County,Office,289
AR,Garland County,Retail,864
AR,Garland County,Specialty,90
AR,Garland County,Sports & Entertainment,12
AR,Grant County,Hospitality,2
AR,Grant County,Industrial,11
AR,Grant County,Multi-Family,5
AR,Grant County,Office,16
AR,Grant County,Retail,80
AR,Grant County,Specialty,6
AR,Grant County,Sports & Entertainment,1
AR,Greene County,Health Care,2
AR,Greene County,Hospitality,3
AR,Greene County,Industrial,26
AR,Greene County,Multi-Family,16
AR,Greene County,Office,38
AR,Greene County,Retail,146
AR,Greene County,Specialty,9
AR,Hempstead County,Health Care,1
AR,Hempstead County,Hospitality,3
AR,Hempstead County,Industrial,22
AR,Hempstead County,Multi-Family,8
AR,Hempstead County,Office,28
AR,Hempstead County,Retail,92
AR,Hempstead County,Specialty,9
AR,Hot Spring County,Flex,2
AR,Hot Spring County,Health Care,1
AR,Hot Spring County,Hospitality,3
AR,Hot Spring County,Industrial,22
AR,Hot Spring County,Multi-Family,8
AR,Hot Spring County,Office,29
AR,Hot Spring County,Retail,140
AR,Hot Spring County,Specialty,12
AR,Hot Spring County,Sports & Entertainment,1
AR,Howard County,Health Care,3
AR,Howard County,Industrial,9
AR,Howard County,Multi-Family,1
AR,Howard County,Office,11
AR,Howard County,Retail,42
AR,Howard County,Specialty,5
AR,Independence County,Health Care,1
AR,Independence County,Hospitality,6
AR,Independence County,Industrial,16
AR,Independence County,Multi-Family,10
AR,Independence County,Office,21
AR,Independence County,Retail,107
AR,Independence County,Specialty,13
AR,Independence County,Sports & Entertainment,1
AR,Izard County,Flex,1
AR,Izard County,Hospitality,2
AR,Izard County,Industrial,3
AR,Izard County,Multi-Family,4
AR,Izard County,Office,8
AR,Izard County,Retail,24
AR,Izard County,Specialty,4
AR,Jackson County,Flex,1
AR,Jackson County,Health Care,3
AR,Jackson County,Hospitality,1
AR,Jackson County,Industrial,17
AR,Jackson County,Multi-Family,9
AR,Jackson County,Office,17
AR,Jackson County,Retail,62
AR,Jackson County,Specialty,7
AR,Jefferson County,Flex,3
AR,Jefferson County,Health Care,12
AR,Jefferson County,Hospitality,10
AR,Jefferson County,Industrial,87
AR,Jefferson County,Multi-Family,59
AR,Jefferson County,Office,110
AR,Jefferson County,Retail,400
AR,Jefferson County,Specialty,56
AR,Jefferson County,Sports & Entertainment,1
AR,Johnson County,Flex,1
AR,Johnson County,Health Care,2
AR,Johnson County,Hospitality,8
AR,Johnson County,Industrial,38
AR,Johnson County,Multi-Family,26
AR,Johnson County,Office,31
AR,Johnson County,Retail,139
AR,Johnson County,Specialty,11
AR,Johnson County,Sports & Entertainment,1
AR,Lafayette County,Health Care,1
AR,Lafayette County,Industrial,3
AR,Lafayette County,Multi-Family,2
AR,Lafayette County,Office,6
AR,Lafayette County,Retail,25
AR,Lafayette County,Specialty,3
AR,Lafayette County,Sports & Entertainment,1
AR,Lawrence County,Industrial,5
AR,Lawrence County,Multi-Family,8
AR,Lawrence County,Office,6
AR,Lawrence County,Retail,52
AR,Lawrence County,Specialty,19
AR,Lee County,Health Care,1
AR,Lee County,Hospitality,2
AR,Lee County,Industrial,1
AR,Lee County,Multi-Family,4
AR,Lee County,Office,4
AR,Lee County,Retail,15
AR,Lee County,Specialty,3
AR,Lincoln County,Health Care,1
AR,Lincoln County,Hospitality,2
AR,Lincoln County,Industrial,3
AR,Lincoln County,Office,5
AR,Lincoln County,Retail,19
AR,Lincoln County,Specialty,1
AR,Little River County,Industrial,4
AR,Little River County,Multi-Family,3
AR,Little River County,Office,8
AR,Little River County,Retail,36
AR,Little River County,Specialty,4
AR,Little River County,Sports & Entertainment,1
AR,Logan County,Health Care,2
AR,Logan County,Hospitality,2
AR,Logan County,Industrial,9
AR,Logan County,Multi-Family,4
AR,Logan County,Office,17
AR,Logan County,Retail,55
AR,Logan County,Specialty,11
AR,Lonoke County,Flex,8
AR,Lonoke County,Health Care,11
AR,Lonoke County,Hospitality,10
AR,Lonoke County,Industrial,85
AR,Lonoke County,Multi-Family,70
AR,Lonoke County,Office,155
AR,Lonoke County,Retail,464
AR,Lonoke County,Specialty,56
AR,Lonoke County,Sports & Entertainment,3
AR,Madison County,Flex,1
AR,Madison County,Hospitality,1
AR,Madison County,Industrial,1
AR,Madison County,Multi-Family,4
AR,Madison County,Office,2
AR,Madison County,Retail,33
AR,Madison County,Specialty,4
AR,Marion County,Hospitality,21
AR,Marion County,Industrial,7
AR,Marion County,Multi-Family,14
AR,Marion County,Office,11
AR,Marion County,Retail,64
AR,Marion County,Specialty,16
AR,Marion County,Sports & Entertainment,3
AR,Miller County,Flex,2
AR,Miller County,Health Care,1
AR,Miller County,Hospitality,14
AR,Miller County,Industrial,47
AR,Miller County,Multi-Family,26
AR,Miller County,Office,48
AR,Miller County,Retail,145
AR,Miller County,Specialty,22
AR,Mississippi County,Flex,3
AR,Mississippi County,Health Care,3
AR,Mississippi County,Hospitality,4
AR,Mississippi County,Industrial,62
AR,Mississippi County,Multi-Family,42
AR,Mississippi County,Office,45
AR,Mississippi County,Retail,199
AR,Mississippi County,Specialty,28
AR,Monroe County,Hospitality,4
AR,Monroe County,Industrial,2
AR,Monroe County,Multi-Family,3
AR,Monroe County,Office,10
AR,Monroe County,Retail,33
AR,Monroe County,Specialty,3
AR,Montgomery County,Hospitality,1
AR,Montgomery County,Industrial,2
AR,Montgomery County,Office,2
AR,Montgomery County,Retail,19
AR,Montgomery County,Specialty,8
AR,Nevada County,Flex,1
AR,Nevada County,Health Care,1
AR,Nevada County,Industrial,2
AR,Nevada County,Multi-Family,1
AR,Nevada County,Office,5
AR,Nevada County,Retail,21
AR,Nevada County,Specialty,3
AR,Newton County,Hospitality,1
AR,Newton County,Multi-Family,3
AR,Newton County,Office,2
AR,Newton County,Retail,7
AR,Newton County,Specialty,3
AR,Ouachita County,Health Care,1
AR,Ouachita County,Hospitality,4
AR,Ouachita County,Industrial,15
AR,Ouachita County,Multi-Family,14
AR,Ouachita County,Office,24
AR,Ouachita County,Retail,122
AR,Ouachita County,Specialty,10
AR,Perry County,Flex,1
AR,Perry County,Industrial,1
AR,Perry County,Multi-Family,3
AR,Perry County,Office,5
AR,Perry County,Retail,22
AR,Perry County,Specialty,5
AR,Phillips County,Flex,1
AR,Phillips County,Health Care,2
AR,Phillips County,Hospitality,6
AR,Phillips County,Industrial,6
AR,Phillips County,Multi-Family,6
AR,Phillips County,Office,10
AR,Phillips County,Retail,39
AR,Phillips County,Specialty,10
AR,Pike County,Flex,2
AR,Pike County,Hospitality,6
AR,Pike County,Industrial,3
AR,Pike County,Multi-Family,2
AR,Pike County,Office,3
AR,Pike County,Retail,34
AR,Pike County,Specialty,8
AR,Pike County,Sports & Entertainment,1
AR,Poinsett County,Health Care,3
AR,Poinsett County,Hospitality,3
AR,Poinsett County,Industrial,19
AR,Poinsett County,Multi-Family,5
AR,Poinsett County,Office,16
AR,Poinsett County,Retail,86
AR,Poinsett County,Specialty,13
AR,Polk County,Flex,1
AR,Polk County,Hospitality,5
AR,Polk County,Industrial,9
AR,Polk County,Multi-Family,2
AR,Polk County,Office,9
AR,Polk County,Retail,63
AR,Polk County,Specialty,13
AR,Pope County,Flex,7
AR,Pope County,Health Care,5
AR,Pope County,Hospitality,11
AR,Pope County,Industrial,86
AR,Pope County,Multi-Family,32
AR,Pope County,Office,105
AR,Pope County,Retail,298
AR,Pope County,Specialty,24
AR,Pope County,Sports & Entertainment,3
AR,Prairie County,Hospitality,1
AR,Prairie County,Office,8
AR,Prairie County,Retail,10
AR,Prairie County,Specialty,4
AR,Pulaski County,Flex,448
AR,Pulaski County,Health Care,78
AR,Pulaski County,Hospitality,125
AR,Pulaski County,Industrial,1555
AR,Pulaski County,Multi-Family,611
AR,Pulaski County,Office,1832
AR,Pulaski County,Retail,3579
AR,Pulaski County,Specialty,590
AR,Pulaski County,Sports & Entertainment,35
AR,Randolph County,Health Care,2
AR,Randolph County,Industrial,7
AR,Randolph County,Multi-Family,4
AR,Randolph County,Office,13
AR,Randolph County,Retail,41
AR,Randolph County,Specialty,8
AR,Saline County,Flex,104
AR,Saline County,Health Care,12
AR,Saline County,Hospitality,21
AR,Saline County,Industrial,210
AR,Saline County,Multi-Family,63
AR,Saline County,Office,277
AR,Saline County,Retail,682
AR,Saline County,Specialty,98
AR,Saline County,Sports & Entertainment,4
AR,Scott County,Hospitality,1
AR,Scott County,Industrial,5
AR,Scott County,Multi-Family,3
AR,Scott County,Office,3
AR,Scott County,Retail,23
AR,Scott County,Specialty,4
AR,Searcy County,Hospitality,3
AR,Searcy County,Industrial,1
AR,Searcy County,Office,3
AR,Searcy County,Retail,28
AR,Sebastian County,Flex,17
AR,Sebastian County,Health Care,23
AR,Sebastian County,Hospitality,30
AR,Sebastian County,Industrial,423
AR,Sebastian County,Multi-Family,168
AR,Sebastian County,Office,466
AR,Sebastian County,Retail,900
AR,Sebastian County,Specialty,95
AR,Sebastian County,Sports & Entertainment,11
AR,Sevier County,Health Care,1
AR,Sevier County,Hospitality,2
AR,Sevier County,Industrial,7
AR,Sevier County,Multi-Family,1
AR,Sevier County,Office,4
AR,Sevier County,Retail,34
AR,Sevier County,Specialty,7
AR,Sharp County,Hospitality,4
AR,Sharp County,Industrial,5
AR,Sharp County,Multi-Family,9
AR,Sharp County,Office,11
AR,Sharp County,Retail,39
AR,Sharp County,Specialty,6
AR,St. Francis County,Health Care,2
AR,St. Francis County,Hospitality,6
AR,St. Francis County,Industrial,18
AR,St. Francis County,Multi-Family,22
AR,St. Francis County,Office,34
AR,St. Francis County,Retail,88
AR,St. Francis County,Specialty,7
AR,Stone County,Flex,1
AR,Stone County,Health Care,3
AR,Stone County,Hospitality,4
AR,Stone County,Industrial,3
AR,Stone County,Multi-Family,6
AR,Stone County,Office,12
AR,Stone County,Retail,37
AR,Stone County,Specialty,10
AR,Union County,Flex,1
AR,Union County,Health Care,4
AR,Union County,Hospitality,5
AR,Union County,Industrial,31
AR,Union County,Multi-Family,17
AR,Union County,Office,52
AR,Union County,Retail,143
AR,Union County,Specialty,19
AR,Van Buren County,Hospitality,3
AR,Van Buren County,Industrial,12
AR,Van Buren County,Multi-Family,5
AR,Van Buren County,Office,7
AR,Van Buren County,Retail,49
AR,Van Buren County,Specialty,10
AR,Washington County,Flex,142
AR,Washington County,Health Care,35
AR,Washington County,Hospitality,52
AR,Washington County,Industrial,545
AR,Washington County,Multi-Family,528
AR,Washington County,Office,846
AR,Washington County,Retail,1553
AR,Washington County,Specialty,148
AR,Washington County,Sports & Entertainment,8
AR,White County,Flex,18
AR,White County,Health Care,5
AR,White County,Hospitality,17
AR,White County,Industrial,115
AR,White County,Multi-Family,74
AR,White County,Office,150
AR,White County,Retail,507
AR,White County,Specialty,46
AR,White County,Sports & Entertainment,1
AR,Woodruff County,Industrial,2
AR,Woodruff County,Multi-Family,3
AR,Woodruff County,Office,5
AR,Woodruff County,Retail,11
AR,Woodruff County,Specialty,2
AR,Yell County,Flex,1
AR,Yell County,Health Care,1
AR,Yell County,Industrial,12
AR,Yell County,Multi-Family,6
AR,Yell County,Office,9
AR,Yell County,Retail,54
AR,Yell County,Specialty,8
AR,Yell County,Sports & Entertainment,1
AZ,Apache County,Hospitality,24
AZ,Apache County,Industrial,12
AZ,Apache County,Multi-Family,11
AZ,Apache County,Office,14
AZ,Apache County,Retail,71
AZ,Apache County,Specialty,14
AZ,Cochise County,Flex,15
AZ,Cochise County,Health Care,11
AZ,Cochise County,Hospitality,81
AZ,Cochise County,Industrial,73
AZ,Cochise County,Multi-Family,128
AZ,Cochise County,Office,135
AZ,Cochise County,Retail,625
AZ,Cochise County,Specialty,84
AZ,Cochise County,Sports & Entertainment,6
AZ,Coconino County,Flex,29
AZ,Coconino County,Health Care,5
AZ,Coconino County,Hospitality,101
AZ,Coconino County,Industrial,124
AZ,Coconino County,Multi-Family,155
AZ,Coconino County,Office,181
AZ,Coconino County,Retail,544
AZ,Coconino County,Specialty,57
AZ,Coconino County,Sports & Entertainment,3
AZ,Gila County,Flex,5
AZ,Gila County,Health Care,3
AZ,Gila County,Hospitality,28
AZ,Gila County,Industrial,30
AZ,Gila County,Multi-Family,51
AZ,Gila County,Office,68
AZ,Gila County,Retail,256
AZ,Gila County,Specialty,40
AZ,Gila County,Sports & Entertainment,1
AZ,Graham County,Health Care,2
AZ,Graham County,Hospitality,8
AZ,Graham County,Industrial,7
AZ,Graham County,Multi-Family,25
AZ,Graham County,Office,24
AZ,Graham County,Retail,88
AZ,Graham County,Specialty,9
AZ,Graham County,Sports & Entertainment,1
AZ,Greenlee County,Hospitality,1
AZ,Greenlee County,Multi-Family,3
AZ,Greenlee County,Office,1
AZ,Greenlee County,Retail,11
AZ,Greenlee County,Specialty,1
AZ,La Paz County,Flex,1
AZ,La Paz County,Health Care,1
AZ,La Paz County,Hospitality,9
AZ,La Paz County,Industrial,21
AZ,La Paz County,Multi-Family,35
AZ,La Paz County,Office,12
AZ,La Paz County,Retail,107
AZ,La Paz County,Specialty,33
AZ,Maricopa County,Flex,1203
AZ,Maricopa County,Health Care,561
AZ,Maricopa County,Hospitality,546
AZ,Maricopa County,Industrial,9666
AZ,Maricopa County,Multi-Family,6458
AZ,Maricopa County,Office,8828
AZ,Maricopa County,Retail,15203
AZ,Maricopa County,Specialty,2409
AZ,Maricopa County,Sports & Entertainment,156
AZ,Mohave County,Flex,34
AZ,Mohave County,Health Care,17
AZ,Mohave County,Hospitality,49
AZ,Mohave County,Industrial,267
AZ,Mohave County,Multi-Family,190
AZ,Mohave County,Office,280
AZ,Mohave County,Retail,887
AZ,Mohave County,Specialty,108
AZ,Mohave County,Sports & Entertainment,8
AZ,Navajo County,Flex,3
AZ,Navajo County,Health Care,5
AZ,Navajo County,Hospitality,58
AZ,Navajo County,Industrial,48
AZ,Navajo County,Multi-Family,48
AZ,Navajo County,Office,79
AZ,Navajo County,Retail,320
AZ,Navajo County,Specialty,49
AZ,Navajo County,Sports & Entertainment,4
AZ,Pima County,Flex,473
AZ,Pima County,Health Care,193
AZ,Pima County,Hospitality,193
AZ,Pima County,Industrial,2133
AZ,Pima County,Multi-Family,2888
AZ,Pima County,Office,2640
AZ,Pima County,Retail,5660
AZ,Pima County,Specialty,892
AZ,Pima County,Sports & Entertainment,69
AZ,Pinal County,Flex,13
AZ,Pinal County,Health Care,22
AZ,Pinal County,Hospitality,34
AZ,Pinal County,Industrial,378
AZ,Pinal County,Multi-Family,321
AZ,Pinal County,Office,348
AZ,Pinal County,Retail,1115
AZ,Pinal County,Specialty,211
AZ,Pinal County,Sports & Entertainment,17
AZ,Santa Cruz County,Flex,4
AZ,Santa Cruz County,Health Care,1
AZ,Santa Cruz County,Hospitality,17
AZ,Santa Cruz County,Industrial,69
AZ,Santa Cruz County,Multi-Family,37
AZ,Santa Cruz County,Office,41
AZ,Santa Cruz County,Retail,163
AZ,Santa Cruz County,Specialty,14
AZ,Yavapai County,Flex,25
AZ,Yavapai County,Health Care,30
AZ,Yavapai County,Hospitality,90
AZ,Yavapai County,Industrial,274
AZ,Yavapai County,Multi-Family,196
AZ,Yavapai County,Office,468
AZ,Yavapai County,Retail,949
AZ,Yavapai County,Specialty,158
AZ,Yavapai County,Sports & Entertainment,6
AZ,Yuma County,Flex,9
AZ,Yuma County,Health Care,10
AZ,Yuma County,Hospitality,34
AZ,Yuma County,Industrial,188
AZ,Yuma County,Multi-Family,156
AZ,Yuma County,Office,178
AZ,Yuma County,Retail,502
AZ,Yuma County,Specialty,48
AZ,Yuma County,Sports & Entertainment,4
CA,Alameda County,Flex,1240
CA,Alameda County,Health Care,306
CA,Alameda County,Hospitality,242
CA,Alameda County,Industrial,5243
CA,Alameda County,Multi-Family,11893
CA,Alameda County,Office,3268
CA,Alameda County,Retail,8746
CA,Alameda County,Specialty,1122
CA,Alameda County,Sports & Entertainment,34
CA,Alpine County,Hospitality,5
CA,Alpine County,Multi-Family,1
CA,Alpine County,Retail,4
CA,Alpine County,Specialty,3
CA,Alpine County,Sports & Entertainment,1
CA,Amador County,Flex,10
CA,Amador County,Health Care,1
CA,Amador County,Hospitality,16
CA,Amador County,Industrial,20
CA,Amador County,Multi-Family,30
CA,Amador County,Office,34
CA,Amador County,Retail,172
CA,Amador County,Specialty,45
CA,Amador County,Sports & Entertainment,3
CA,Butte County,Flex,17
CA,Butte County,Health Care,37
CA,Butte County,Hospitality,44
CA,Butte County,Industrial,683
CA,Butte County,Multi-Family,543
CA,Butte County,Office,726
CA,Butte County,Retail,1023
CA,Butte County,Specialty,122
CA,Butte County,Sports & Entertainment,9
CA,Calaveras County,Flex,2
CA,Calaveras County,Hospitality,14
CA,Calaveras County,Industrial,23
CA,Calaveras County,Multi-Family,34
CA,Calaveras County,Office,44
CA,Calaveras County,Retail,151
CA,Calaveras County,Specialty,34
CA,Calaveras County,Sports & Entertainment,1
CA,Colusa County,Flex,4
CA,Colusa County,Health Care,2
CA,Colusa County,Hospitality,5
CA,Colusa County,Industrial,19
CA,Colusa County,Multi-Family,22
CA,Colusa County,Office,17
CA,Colusa County,Retail,82
CA,Colusa County,Specialty,11
CA,Colusa County,Sports & Entertainment,1
CA,Contra Costa County,Flex,297
CA,Contra Costa County,Health Care,144
CA,Contra Costa County,Hospitality,82
CA,Contra Costa County,Industrial,1423
CA,Contra Costa County,Multi-Family,3230
CA,Contra Costa County,Office,2082
CA,Contra Costa County,Retail,4356
CA,Contra Costa County,Specialty,512
CA,Contra Costa County,Sports & Entertainment,41
CA,Del Norte County,Flex,1
CA,Del Norte County,Health Care,1
CA,Del Norte County,Hospitality,22
CA,Del Norte County,Industrial,14
CA,Del Norte County,Multi-Family,33
CA,Del Norte County,Office,28
CA,Del Norte County,Retail,118
CA,Del Norte County,Specialty,21
CA,Del Norte County,Sports & Entertainment,2
CA,El Dorado County,Flex,95
CA,El Dorado County,Health Care,17
CA,El Dorado County,Hospitality,118
CA,El Dorado County,Industrial,269
CA,El Dorado County,Multi-Family,231
CA,El Dorado County,Office,365
CA,El Dorado County,Retail,741
CA,El Dorado County,Specialty,181
CA,El Dorado County,Sports & Entertainment,7
CA,Fresno County,Flex,108
CA,Fresno County,Health Care,94
CA,Fresno County,Hospitality,148
CA,Fresno County,Industrial,3100
